sample_id,audio_path,reference,reference_normalized,prediction_raw,prediction_cleaned,prediction_normalized,wer_raw,cer_raw,wer_cleaned,cer_cleaned,wer_normalized,cer_normalized,processing_time,category
473,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40443\IISc_RESPIN_hi_D2_40443_207241_F_AGRI_406697_40088542.wav,आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,<s>ज<s> <s>आ<s>द<s>न<s>ि<s>क<s>ी<s>क<s>र<s>ण<s> <s>क<s>ी<s> <s>श<s>ु<s>र<s>ु<s>आ<s>त<s> <s>स<s>े<s> <s>व<s>ि<s>श<s>्<s>व<s>भ<s>र<s> <s>म<s>ें<s> <s>क<s>प<s>ा<s>स<s> <s>स<s>े<s> ज<s>ु<s>ड़<s>े<s> <s>उ<s>द<s>्<s>द<s>ो<s>ं<s> <s>क<s>ा<s> <s>प<s>्र<s>स<s>ा<s>र<s> <s>ह<s>ो<s> <s>ग<s>य<s>ा<s> <s>,ज आदनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्दों का प्रसार हो गया,ज आदनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्दों का प्रसार हो गया,114.2857143,311.1111111,28.57142857,11.11111111,21.42857143,8.219178082,0.075111866,B_improved
1250,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\41764\IISc_RESPIN_hi_D3_41764_210430_M_AGRI_409020_40739642.wav,क्या चना की जगह उड़द अच्छी खासी हो सकती है फसल चक्रण से ?,क्या चना की जगह उड़द अच्छी खासी हो सकती है फसल चक्रण से ?,<s>क्<s>य<s>ा<s> <s>च<s>न<s>ा<s> <s>क<s>ी<s> <s>ज<s>ग<s>ह<s> <s>उ<s>ड<s>़<s>द<s> <s>अ<s>च<s>्<s>छ<s>ी<s> <s>ख<s>ा<s>स<s>ी<s> <s>ह<s>ो<s> <s>स<s>क<s>त<s>ी<s> ह<s>ै<s> <s>फ<s>स<s>ल<s> <s>च<s>क<s>्<s>र<s>ण<s> <s>स<s>े<s> <s>,क्या चना की जगह उड़द अच्छी खासी हो सकती है फसल चक्रण से,क्या चना की जगह उड़द अच्छी खासी हो सकती है फसल चक्रण से,100.0,298.2142857,14.28571429,7.142857143,7.142857143,3.50877193,0.052824497,B_improved
670,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_406697_40322375.wav,आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,<s>आ<s>ध<s>ु<s>न<s>ी<s> <s>क<s>ी<s> <s>क<s>र<s>ण़<s> <s>की<s> <s>श<s>ु<s>र<s>ु<s>आ<s>त<s> <s>स<s>े<s> <s>व<s>ि<s>श<s>्<s>व<s>व<s>र<s> <s>म<s>े<s>ं<s> <s>क<s>प<s>ा<s>स<s> <s>स<s>े<s> <s>ज<s>ु<s>ड़<s>े<s> <s>उ<s>द<s>्<s>य<s>ो<s>ग<s> <s>क<s>ा<s> <s>प<s>्<s>र<s>स<s>ा<s>र<s> <s>ह<s>ो<s> <s>ग<s>य<s>ा<s> <s>,आधुनी की करण़ की शुरुआत से विश्ववर में कपास से जुड़े उद्योग का प्रसार हो गया,आधुनी की करण़ की शुरुआत से विश्ववर में कपास से जुड़े उद्योग का प्रसार हो गया,121.4285714,323.6111111,35.71428571,9.722222222,28.57142857,6.849315068,0.136866331,B_improved
2125,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\41463\IISc_RESPIN_hi_D5_41463_249175_M_AGRI_419899_40869042.wav,सिंघाड़े की खेती पानी के अंदर की जाती है मुझे सिंघाड़े बहुत पसंद है,सिंघाड़े की खेती पानी के अंदर की जाती है मुझे सिंघाड़े बहुत पसंद है,<s>सि<s>ं<s>ग<s>ा<s>ड<s>़<s>ी<s> <s>क<s>ी<s> <s>ख<s>े<s>त<s>ी<s> <s>प<s>ा<s>न<s>ी<s> <s>क<s>े<s> <s>अ<s>ं<s>द<s>र<s> <s>क<s>ी<s> <s>ज<s>ा<s>त<s>ी<s> <s>ह<s>ै<s> <s>म<s>ु<s>झ<s>े<s> <s>स<s>ि<s>ं<s>ग<s>ा<s>ड<s>़<s>े<s> <s>ब<s>ह<s>ु<s>त<s> <s>प<s>स<s>ं<s>द<s> <s>ह<s>ै<s> <s>,सिंगाड़ी की खेती पानी के अंदर की जाती है मुझे सिंगाड़े बहुत पसंद है,सिंगाड़ी की खेती पानी के अंदर की जाती है मुझे सिंगाड़े बहुत पसंद है,107.1428571,326.1538462,14.28571429,10.76923077,14.28571429,4.47761194,0.074826241,B_improved
732,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40863\IISc_RESPIN_hi_D2_40863_207247_F_BANK_406422_40355484.wav,सऊदी अरब के सार्वजनिक निवेश कोष सबसे बड़ी सौर ऊर्जा परियोजना का निर्माण करेंगे,सऊदी अरब के सार्वजनिक निवेश कोष सबसे बड़ी सौर ऊर्जा परियोजना का निर्माण करेंगे,<s>स<s>ऊ<s>द<s>ी<s> <s>अ<s>र<s>ब<s> <s>क<s>े<s> <s>स<s>ा<s>र<s>्<s>व<s>ज<s>न<s>ि<s>क<s> <s>न<s>ि<s>व<s>े<s>श<s> <s>क<s>ो<s> <s>स<s>ब<s>स<s>े<s> <s>ब<s>ड़<s>ी<s> <s>स<s>ौ<s>र<s> <s>ऊ<s>र<s>्<s>ज<s>ा<s> <s>प<s>र<s>ि<s>य<s>ो<s>ज<s>ज<s>न<s>ा<s> <s>क<s>ा<s> <s>न<s>ि<s>र<s>्<s>म<s>ा<s>ण<s> <s>क<s>र<s>े<s>ं<s>ग<s>े<s> <s>,सऊदी अरब के सार्वजनिक निवेश को सबसे बड़ी सौर ऊर्जा परियोजजना का निर्माण करेंगे,सऊदी अरब के सार्वजनिक निवेश को सबसे बड़ी सौर ऊर्जा परियोजजना का निर्माण करेंगे,107.1428571,312.987013,21.42857143,5.194805195,14.28571429,2.564102564,0.084764481,B_improved
2212,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\41835\IISc_RESPIN_hi_D5_41835_249130_M_AGRI_419899_40772690.wav,सिंघाड़े की खेती पानी के अंदर की जाती है मुझे सिंघाड़े बहुत पसंद है,सिंघाड़े की खेती पानी के अंदर की जाती है मुझे सिंघाड़े बहुत पसंद है,<s>स<s>ि<s>ं<s>घ<s>ा<s>ड<s>े<s> <s>क<s>ी<s> <s>ख<s>े<s>त<s>ी<s> <s>प<s>ा<s>न<s>ी<s> <s>क<s>े<s> <s>अ<s>ं<s>द<s>र<s> <s>क<s>ी<s> ज<s>ा<s>त<s>ी<s> <s>ह<s>ै<s> <s>मु<s>झ<s>े<s> <s>स<s>ि<s>ं<s>ग<s>ा<s>ड<s>े<s> <s>ब<s>ह<s>ु<s>त<s> <s>प<s>स<s>ं<s>द<s> ह<s>ै<s> <s>,सिंघाडे की खेती पानी के अंदर की जाती है मुझे सिंगाडे बहुत पसंद है,सिंघाडे की खेती पानी के अंदर की जाती है मुझे सिंगाडे बहुत पसंद है,107.1428571,301.5384615,14.28571429,4.615384615,14.28571429,4.47761194,0.069196939,B_improved
606,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40803\IISc_RESPIN_hi_D2_40803_207247_F_BANK_406422_40292126.wav,सऊदी अरब के सार्वजनिक निवेश कोष सबसे बड़ी सौर ऊर्जा परियोजना का निर्माण करेंगे,सऊदी अरब के सार्वजनिक निवेश कोष सबसे बड़ी सौर ऊर्जा परियोजना का निर्माण करेंगे,<s>स<s>ा<s>ऊ<s>द<s>ी<s> <s>अ<s>र<s>ब<s> <s>के<s> <s>स<s>ा<s>र<s>्<s>व<s>ज<s>न<s>ि<s>क<s> <s>न<s>ि<s>व<s>े<s>श<s> <s>क<s>ो<s> <s>स<s>ब<s>स<s>े<s> <s>ब<s>ड<s>़<s>ी<s> <s>स<s>ौ<s>र<s> <s>ऊ<s>र<s>्ज<s>ा<s> प<s>र<s>ि<s>य<s>ो<s>ज<s>न<s>ा क<s>ा<s> <s>न<s>ि<s>र<s>्<s>म<s>ा<s>ण<s> <s>क<s>र<s>े<s>ं<s>ग<s>े<s> <s>,साऊदी अरब के सार्वजनिक निवेश को सबसे बड़ी सौर ऊर्जा परियोजना का निर्माण करेंगे,साऊदी अरब के सार्वजनिक निवेश को सबसे बड़ी सौर ऊर्जा परियोजना का निर्माण करेंगे,107.1428571,297.4025974,21.42857143,5.194805195,14.28571429,2.564102564,0.060119152,B_improved
902,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\42510\IISc_RESPIN_hi_D2_42510_207241_M_BANK_404365_41214843.wav,सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,<s>स<s>र<s>्<s>व<s>ो<s>त<s>्<s>त<s>म<s> <s>प्र<s>य<s>ा<s>स<s> <s>स<s>ी<s>ड<s>ी<s>क<s>े<s>श<s>न<s> <s>क<s>ा<s> <s>श<s>्<s>र<s>े<s> <s>ब<s>ा<s>ज<s>ा<s>र<s> <s>के<s> <s>उ<s>त<s>ा<s>र<s> <s>च<s>ढ़<s>ा<s>व<s> <s>प<s>र<s> <s>छ<s>ो<s>ड़<s> <s>द<s>ि<s>य<s>ा<s> ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,सर्वोत्तम प्रयास सीडीकेशन का श्रे बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,सर्वोत्तम प्रयास सीडीकेशन का श्रे बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,107.1428571,293.2432432,28.57142857,10.81081081,14.28571429,5.263157895,0.082364798,B_improved
769,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40912\IISc_RESPIN_hi_D2_40912_207001_M_BANK_404365_40242979.wav,सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,<s>स<s>र<s>्<s>व<s>ो<s>त<s>्त<s>म<s> <s>प<s>्र<s>य<s>ा<s>स<s> <s>स<s>े<s>ड़<s>क<s>े<s>श<s>न<s> क<s>ा<s> <s>श<s>्<s>र<s>ीय<s> <s>ब<s>ा<s>ज<s>ा<s>र<s> क<s>े<s> <s>उ<s>त<s>ा<s>र<s> <s>च<s>ढ़<s>ाव<s> <s>प<s>र<s> छ<s>ो<s>ड़<s> दि<s>य<s>ा<s> ज<s>ा<s>त<s>ा<s> ह<s>ै<s> <s>,सर्वोत्तम प्रयास सेड़केशन का श्रीय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,सर्वोत्तम प्रयास सेड़केशन का श्रीय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,107.1428571,266.2162162,28.57142857,10.81081081,14.28571429,5.263157895,0.0615201,B_improved
2048,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\41155\IISc_RESPIN_hi_D5_41155_249132_M_AGRI_420395_40463770.wav,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,<s>न<s>स<s>्<s>ल<s>े<s>ं<s> <s>न<s>ि<s>य<s>म<s>ि<s>त<s> <s>र<s>ू<s>प<s> <s>स<s>े<s> <s>म<s>ै<s>ं<s> <s>म<s>ु<s>न<s>े<s> <s>क<s>े<s> <s>ब<s>ड<s>़<s>े<s> <s>क<s>ू<s>ड<s>़<s>े<s> <s>क<s>ा<s> <s>उ<s>त<s>्<s>प<s>ा<s>द<s>न<s> <s>क<s>र<s> स<s>क<s>त<s>ी<s> ह<s>ै<s> <s>,नस्लें नियमित रूप से मैं मुने के बड़े कूड़े का उत्पादन कर सकती है,नस्लें नियमित रूप से मैं मुने के बड़े कूड़े का उत्पादन कर सकती है,115.3846154,334.4262295,38.46153846,14.75409836,23.07692308,7.936507937,0.119778872,B_improved
1876,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\40276\IISc_RESPIN_hi_D5_40276_249145_M_AGRI_420395_40138043.wav,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,<s>न<s>स<s>्<s>ल<s>े<s> <s>न<s>ि<s>य<s>म<s>ि<s>त<s> <s>र<s>ू<s>प<s> <s>स<s>े<s> <s>म<s>े<s>म<s>न<s>े<s> <s>के<s> <s>ब<s>ड<s>़<s>े<s> <s>क<s>ू<s>ड<s>़<s>े<s> <s>क<s>ा<s> <s>उ<s>त<s>्<s>प<s>ा<s>द<s>न<s> <s>क<s>र<s> <s>स<s>क<s>त<s>ी<s> <s>ह<s>ै<s> <s>,नस्ले नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती है,नस्ले नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती है,107.6923077,313.1147541,30.76923077,9.836065574,15.38461538,3.174603175,0.065518379,B_improved
1944,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\40326\IISc_RESPIN_hi_D5_40326_249145_F_AGRI_420395_40118251.wav,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,<s>न<s>स<s>्<s>ल<s>े<s> <s>न<s>ि<s>य<s>म<s>ि<s>त<s> <s>रू<s>प<s> <s>स<s>े<s> <s>म<s>े<s>म<s>न<s>े<s> <s>क<s>े<s> <s>ब<s>ड<s>़<s>े<s> <s>क<s>ू<s>ड़<s>े<s> <s>क<s>ा<s> <s>उ<s>त<s>्<s>प<s>ा<s>द<s>न<s> <s>क<s>र<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ैं<s> <s>,नस्ले नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकते हैं,नस्ले नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकते हैं,107.6923077,309.8360656,30.76923077,9.836065574,15.38461538,3.174603175,0.076039076,B_improved
2059,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\41157\IISc_RESPIN_hi_D5_41157_249145_F_AGRI_420395_40324429.wav,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,नस्लें नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती हैं,<s>न<s>स<s>ल<s>े<s> <s>न<s>ि<s>य<s>म<s>ि<s>त<s> <s>र<s>ू<s>प<s> <s>स<s>े<s> <s>म<s>े<s>म<s>न<s>े<s> <s>क<s>े<s> <s>ब<s>ड<s>़<s>े<s> <s>क<s>ू<s>ड़<s>े<s> <s>क<s>ा<s> <s>उ<s>त<s>्<s>प<s>ा<s>द<s>न<s> <s>क<s>र<s> <s>स<s>क<s>त<s>ी<s> <s>ह<s>ै<s> <s>,नसले नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती है,नसले नियमित रूप से मेमने के बड़े कूड़े का उत्पादन कर सकती है,107.6923077,308.1967213,30.76923077,11.47540984,15.38461538,4.761904762,0.075717926,B_improved
932,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40175\IISc_RESPIN_hi_D3_40175_210430_F_BANK_410389_40105215.wav,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,<s>अ<s>क<s>ा<s>उ<s>ं<s>ट<s> <s>म<s>ै<s>न<s>े<s>ज<s>म<s>े<s>ं<s>ट<s> <s>के<s> <s>ज<s>र<s>ि<s>ए<s> <s>आ<s>प<s> <s>क<s>ि<s>स<s>ी<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ो<s> <s>य<s>ू<s>प<s>ी<s>आ<s>ई<s> <s>स<s>े<s> <s>ज<s>ो<s>ड़<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,107.6923077,296.969697,23.07692308,9.090909091,15.38461538,5.970149254,0.07656002,B_improved
1070,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40991\IISc_RESPIN_hi_D3_40991_210430_F_BANK_410389_40517976.wav,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,<s>अ<s>क<s>ा<s>उ<s>ं<s>ट<s> <s>म<s>ै<s>न<s>े<s>ज<s>मे<s>ं<s>ट<s> <s>क<s>े<s> <s>ज<s>र<s>ि<s>ए<s> <s>आ<s>प<s> <s>क<s>ि<s>स<s>ी<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ो<s> <s>य<s>ू<s>प<s>ी<s>आ<s>ई<s> <s>स<s>े<s> <s>ज<s>ो<s>ड़<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,107.6923077,296.969697,23.07692308,9.090909091,15.38461538,5.970149254,0.053438187,B_improved
1303,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\42531\IISc_RESPIN_hi_D3_42531_210430_F_BANK_410389_41166714.wav,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,<s>अ<s>क<s>ा<s>उ<s>ं<s>ट<s> <s>म<s>ै<s>न<s>े<s>ज<s>म<s>े<s>ं<s>ट<s> <s>क<s>े<s> <s>ज<s>र<s>ि<s>ए<s> <s>आ<s>प<s> <s>कि<s>स<s>ी<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ो<s> <s>य<s>ू<s>प<s>ी<s>आ<s>ई<s> <s>स<s>े<s> <s>ज<s>ो<s>ड़<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,107.6923077,296.969697,23.07692308,9.090909091,15.38461538,5.970149254,0.075908184,B_improved
986,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40213\IISc_RESPIN_hi_D3_40213_210430_M_BANK_410389_40113621.wav,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,<s>अ<s>क<s>ा<s>उं<s>ट<s> म<s>ै<s>न<s>े<s>ज<s>में<s>ट<s> <s>के<s> <s>ज<s>र<s>ि<s>ए<s> <s>आ<s>प<s> क<s>ि<s>स<s>ी<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ो<s> <s>य<s>ू<s>प<s>ी<s>आ<s>ई<s> <s>स<s>े<s> ज<s>ो<s>ड़<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ैं<s> <s>,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,107.6923077,265.1515152,23.07692308,9.090909091,15.38461538,5.970149254,0.044008255,B_improved
977,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\40206\IISc_RESPIN_hi_D3_40206_210430_M_BANK_410389_40046341.wav,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,<s>अ<s>क<s>ा<s>उं<s>ट<s> म<s>ै<s>न<s>े<s>ज<s>मे<s>ं<s>ट<s> के<s> ज<s>र<s>ि<s>ए<s> <s>आ<s>प<s> क<s>ि<s>स<s>ी<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ो<s> <s>य<s>ू<s>प<s>ी<s>आ<s>ई<s> <s>स<s>े<s> ज<s>ो<s>ड़<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ैं<s> <s>,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,107.6923077,260.6060606,23.07692308,9.090909091,15.38461538,5.970149254,0.045198202,B_improved
1125,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\41273\IISc_RESPIN_hi_D3_41273_210430_M_BANK_410389_40674593.wav,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिये आप किसी खाते को यू.पी.आई से जोड़ सकते हैं,<s>अ<s>क<s>ा<s>उ<s>ं<s>ट<s> म<s>ै<s>न<s>े<s>ज<s>में<s>ट<s> <s>के<s> ज<s>र<s>ि<s>ए<s> <s>आ<s>प<s> <s>क<s>ि<s>स<s>ी<s> <s>ख<s>ा<s>त<s>े<s> क<s>ो<s> <s>य<s>ू<s>प<s>ी<s>आ<s>ई<s> स<s>े<s> ज<s>ो<s>ड़<s> स<s>क<s>त<s>े<s> <s>ह<s>ैं<s> <s>,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,अकाउंट मैनेजमेंट के जरिए आप किसी खाते को यूपीआई से जोड़ सकते हैं,107.6923077,256.0606061,23.07692308,9.090909091,15.38461538,5.970149254,0.045323133,B_improved
554,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40491\IISc_RESPIN_hi_D2_40491_207241_M_AGRI_407884_40099195.wav,धान की फसल की जड़ों में कीट नियंत्रण के क्या उपाय हैं ?,धान की फसल की जड़ों में कीट नियंत्रण के क्या उपाय हैं ?,<s>ध<s>ा<s>न<s> <s>क<s>ी<s> <s>फ<s>स<s>ल<s> <s>क<s>ी<s> <s>ज<s>ड<s>़<s>ों<s> <s>म<s>े<s>ं<s> <s>क<s>ी<s>ट<s> <s>न<s>ि<s>य<s>ं<s>त<s>्<s>र<s>ण<s> <s>क<s>े<s> <s>क्<s>य<s>ा<s> <s>उ<s>प<s>ा<s>य<s> <s>ह<s>ै<s>ं<s> <s>,धान की फसल की जड़ों में कीट नियंत्रण के क्या उपाय हैं,धान की फसल की जड़ों में कीट नियंत्रण के क्या उपाय हैं,100.0,298.1481481,15.38461538,7.407407407,7.692307692,3.636363636,0.079004288,B_improved
1976,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\41108\IISc_RESPIN_hi_D5_41108_249145_F_BANK_419738_40401592.wav,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा ?,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा ?,<s>क<s>्<s>य<s>ा<s> <s>त<s>ु<s>म<s>न<s>े<s> <s>क<s>ल<s> <s>स<s>ा<s>म<s>ा<s>ज<s>ि<s>क<s> स<s>ु<s>र<s>क<s>्<s>ष<s>ा<s> <s>क<s>र<s> <s>क<s>े<s> <s>ब<s>ा<s>र<s>े<s> <s>मे<s>ं<s> <s>स<s>म<s>ा<s>च<s>ा<s>र<s> मे<s>ं<s> <s>प<s>ढ़<s>ा<s> <s>,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा,100.0,283.6065574,15.38461538,6.557377049,7.692307692,3.225806452,0.060233831,B_improved
2026,D:\SPIRE Internship\IISc_RESPIN_test_hi\D5\41136\IISc_RESPIN_hi_D5_41136_249199_M_BANK_419738_40722141.wav,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा ?,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा ?,<s>क्<s>य<s>ा<s> <s>त<s>ु<s>म<s>न<s>े<s> <s>क<s>ल<s> <s>स<s>ा<s>म<s>ा<s>ज<s>ि<s>क<s> <s>स<s>ु<s>र<s>क<s>्ष<s>ा<s> <s>क<s>र<s> <s>के<s> <s>ब<s>ा<s>र<s>े<s> में<s> <s>स<s>म<s>ा<s>च<s>ा<s>र<s> म<s>ें<s> <s>प<s>ढ़<s>ा<s> <s>,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा,क्या तुमने कल सामाजिक सुरक्षा कर के बारे में समाचार में पढ़ा,100.0,263.9344262,15.38461538,6.557377049,7.692307692,3.225806452,0.04715538,B_improved
1243,D:\SPIRE Internship\IISc_RESPIN_test_hi\D3\41739\IISc_RESPIN_hi_D3_41739_210430_F_AGRI_408816_40833236.wav,कौन सी फसल लाल मिट्टी में अधिक पैदावार बढ़ा सकती है ?,कौन सी फसल लाल मिट्टी में अधिक पैदावार बढ़ा सकती है ?,<s>क<s>ौ<s>न<s> <s>स<s>ी<s> <s>फ<s>स<s>ल<s> <s>ल<s>ा<s>ल<s> <s>म<s>ि<s>ट्<s>ट<s>ी<s> <s>मे<s>ं<s> <s>अ<s>ध<s>ि<s>क<s> <s>प<s>ै<s>द<s>ा<s>व<s>ा<s>र<s> <s>ब<s>ढ़<s>ा<s> स<s>क<s>त<s>ी<s> <s>ह<s>ै<s> <s>,कौन सी फसल लाल मिट्टी में अधिक पैदावार बढ़ा सकती है,कौन सी फसल लाल मिट्टी में अधिक पैदावार बढ़ा सकती है,100.0,286.5384615,16.66666667,7.692307692,8.333333333,3.773584906,0.047334433,B_improved
1623,D:\SPIRE Internship\IISc_RESPIN_test_hi\D4\42182\IISc_RESPIN_hi_D4_42182_342308_M_AGRI_416272_41024923.wav,रमेश ने सीप की खेती करके अपनी आय को कई गुना बढ़ाया,रमेश ने सीप की खेती करके अपनी आय को कई गुना बढ़ाया,<s>र<s>म<s>े<s>श<s> <s>न<s>े<s> <s>श<s>ि<s>ब<s> <s>क<s>ी<s> <s>ख<s>े<s>त<s>ी<s> <s>क<s>र<s>क<s>े<s> <s>अ<s>प<s>न<s>ी<s> <s>आ<s>ई<s> <s>क<s>ो<s> <s>क<s>ई<s> <s>ग<s>ु<s>न<s>ा<s> <s>ब<s>ढ़<s>ा<s>य<s>ा<s> <s>,रमेश ने शिब की खेती करके अपनी आई को कई गुना बढ़ाया,रमेश ने शिब की खेती करके अपनी आई को कई गुना बढ़ाया,108.3333333,326.5306122,25.0,12.24489796,16.66666667,8.0,0.065378428,B_improved
