reference,prediction,processing_time
रमेश भैंस को बीमार होने की वजह से नजदीकी पशु कल्याण विभाग में ले गया,<s>र<s>म<s>े<s>श<s> <s>ब<s>ै<s>ं<s>श<s> <s>क<s>ो<s> <s>ब<s>ी<s>म<s>ा<s>र<s> ह<s>ो<s>न<s>े<s> <s>क<s>ी<s> <s>व<s>ज<s>ह<s> <s>से<s> <s>न<s>ज<s>द<s>ी<s>क<s>ी<s> <s>प<s>श<s>ु<s> <s>क<s>ल<s>्<s>य<s>ा<s>ण<s> <s>बि<s>म<s>ा<s>ग<s> <s>म<s>े<s>ं<s> <s>ल<s>े<s> <s>ग<s>य<s>ा<s> <s>,0.09271883964538574
सहजन का पेड़ हर तरह की ज़मीन पर उगता है,<s>स<s>े<s>ज<s>न<s> <s>क<s>ा<s> <s>प<s>ै<s>र<s> <s>ह<s>र<s> <s>त<s>र<s>ह<s> <s>क<s>ी<s> <s>ज<s>म<s>ी<s>न<s> <s>प<s>र<s> <s>उ<s>ठ<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.046927452087402344
शीप सलयार्ड से भेड़ के मांस को दूसरे जगह भेजा जाता है,<s>श<s>ि<s>ब<s> <s>स<s>ल<s>य<s>ा<s>ड<s>़<s> <s>स<s>े<s> <s>भ<s>े<s>ड़<s> <s>क<s>े<s> <s>म<s>ा<s>स<s> <s>को<s> <s>द<s>ू<s>स<s>री<s> <s>ज<s>ग<s>ह<s> भ<s>े<s>ज<s>ा<s> <s>ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.0520176887512207
हरित क्रांति देश के गरीबों की क्षुधा तृप्ति का माध्यम बन गया,<s>ह<s>र<s>े<s>त<s> <s>क<s>्र<s>ा<s>ं<s>त<s>ि<s> <s>द<s>े<s>श<s> <s>क<s>े<s> <s>ग<s>र<s>ी<s>ब<s>ों<s> <s>क<s>ी<s> <s>छ<s>द<s>ा<s> <s>त<s>्<s>र<s>प<s>त<s>ि<s> <s>क<s>ा<s> <s>म<s>ा<s>ध<s>्<s>य<s>म<s> <s>ब<s>न<s> <s>ग<s>य<s>ा<s> <s>,0.07309913635253906
मासिक प्रीमियम क्या होता है ?,<s>म<s>ा<s>स<s>ि<s>क<s> <s>प्<s>र<s>े<s>म<s>ि<s>य<s>म<s> <s>क्<s>य<s>ा<s> <s>ह<s>ो<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.03560137748718262
व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,<s>व<s>्<s>य<s>क<s>्<s>त<s>ि<s>ग<s>त<s> <s>र<s>े<s>ड<s> <s>के<s> <s>ल<s>ि<s>ए<s> <s>आ<s>व<s>े<s>द<s>न<s> <s>क<s>र<s>न<s>े<s> <s>के<s> <s>ल<s>ि<s>ए<s> <s>आ<s>व<s>श<s>्य<s>क<s> <s>द<s>स<s>्<s>त<s>ा<s>व<s>े<s>ज<s> <s>क<s>ौ<s>न<s> <s>स<s>े<s> <s>ह<s>ैं<s> <s>,0.06726884841918945
जमा और निवेश की अवधि क्या होती है ?,<s>ज<s>म<s>ा<s> <s>औ<s>र<s> <s>न<s>ि<s>व<s>े<s>श<s> <s>क<s>ी<s> <s>अ<s>व<s>ध<s>ि<s> <s>क<s>्<s>य<s>ा<s> <s>ह<s>ो<s>त<s>ी<s> <s>ह<s>ै<s> <s>,0.05980706214904785
खाते में ऑफलाइन पैसे कैसे जमा करें ?,<s>ख<s>ा<s>त<s>े<s> <s>म<s>े<s>ं<s> <s>ऑ<s>फ<s>ल<s>ा<s>इ<s>न<s> <s>प<s>ै<s>स<s>े<s> <s>क<s>ै<s>स<s>े<s> ज<s>म<s>ा<s> क<s>र<s>ें<s> <s>,0.04226279258728027
मैं अपने घर के सदस्य को अपने खाते के साथ कैसे जोड़ सकता हूँ ?,<s>म<s>ै<s>ं<s> <s>अ<s>प<s>न<s>े<s> <s>घ<s>र<s>े<s> <s>के<s> <s>स<s>द<s>स<s>्<s>य<s> <s>क<s>ो<s> <s>अ<s>प<s>न<s>े<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s> <s>स<s>ा<s>थ<s> <s>क<s>ै<s>स<s>े<s> <s>ज<s>ो<s>ड़<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ू<s>ँ<s> <s>,0.06386017799377441
एक निवेशक होने के कारण मुझे यील्ड कर्व को ध्यान से समझना होता है,<s>ए<s>क<s> <s>न<s>ि<s>द<s>े<s>श<s>क<s> <s>ह<s>ो<s>न<s>े<s> <s>क<s>े<s> <s>क<s>ा<s>र<s>ण<s> <s>म<s>ु<s>झ<s>े<s> <s>य<s>ी<s>ल<s>क<s>र<s>्व<s> <s>को<s> <s>ध<s>्<s>य<s>ा<s>न<s> <s>स<s>े<s> <s>स<s>म<s>झ<s>न<s>ा<s> <s>ह<s>ो<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.0840601921081543
सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,<s>स<s>र<s>्<s>व<s>ो<s>त<s>्<s>त<s>म<s> <s>प<s>्<s>र<s>य<s>ा<s>स<s> <s>स<s>ि<s>ं<s>ड<s>ि<s>क<s>े<s>श<s>न<s> <s>क<s>ा<s> <s>श<s>्<s>र<s>ी<s>य<s> <s>ब<s>ा<s>ज<s>ा<s>र<s> <s>क<s>े<s> <s>उ<s>त<s>ा<s>र<s> <s>च<s>ढ<s>़<s>ा<s>व<s> <s>प<s>र<s> <s>छ<s>ो<s>ड़<s> <s>द<s>ि<s>य<s>ा<s> ज<s>ा<s>त<s>ा<s> ह<s>ै<s> <s>,0.08389973640441895
फॉरेस्ट गार्डनिंग में जमीन उपजाऊ बना रहता है,<s>फ<s>ॉ<s>र<s>े<s>स<s>्ट<s> <s>ग<s>ा<s>र<s>्<s>ड<s>न<s>ि<s>ं<s>ग<s> <s>म<s>े<s>ं<s> <s>ज<s>म<s>ी<s>न<s> <s>उ<s>प<s>ज<s>ा<s>ऊ<s> <s>ब<s>न<s>ा<s> <s>र<s>ह<s>त<s>ा<s> ह<s>ै<s> <s>,0.04573178291320801
टैक्स हेवन उन देशों को कहते हैं जहाँ अन्य देशों की अपेक्षा कम कर लगता है,<s>ट<s>ै<s>क<s>्<s>स<s> <s>ह<s>ै<s> व<s>न<s> <s>उ<s>न<s> <s>द<s>े<s>श<s>ो<s>ं<s> <s>क<s>ो<s> <s>क<s>ह<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>ज<s>ह<s>ा<s>ं<s> <s>अ<s>न<s>्य<s> <s>द<s>े<s>श<s>ो<s>ं<s> <s>क<s>ी<s> <s>अ<s>प<s>े<s>क<s>्<s>ष<s>ा<s> <s>क<s>म<s> <s>क<s>र<s> <s>ल<s>ग<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.06964278221130371
व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,<s>व<s>्य<s>क<s>्<s>त<s>ि<s>ग<s>त<s> <s>रे<s>ड<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>आ<s>व<s>े<s>द<s>न<s> <s>क<s>र<s>न<s>े<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>आ<s>व<s>श<s>्<s>य<s>क<s> <s>द<s>स<s>्<s>त<s>ा<s>व<s>े<s>ज<s> <s>क<s>ौ<s>न<s> <s>स<s>े<s> ह<s>ै<s>ं<s> <s>,0.0732107162475586
क्या सीधे मेरे बैंक खाते से पैसे कटेंगे ?,<s>क्<s>य<s>ा<s> <s>स<s>ी<s>ध<s>े<s> <s>म<s>े<s>र<s>े<s> <s>ब<s>ै<s>ं<s>क<s> <s>ख<s>ा<s>त<s>े<s> <s>स<s>े<s> <s>प<s>ै<s>स<s>े<s> क<s>ट<s>े<s>ं<s>ग<s>े<s> <s>,0.04686880111694336
स्वास्थ्य बीमा कैसे कराएँ ?,<s>स्<s>व<s>ा<s>स्थ<s>्<s>य<s> <s>ब<s>ी<s>म<s>ा<s> <s>क<s>ै<s>स<s>े<s> <s>क<s>र<s>ा<s>ए<s>ं<s> <s>,0.0444948673248291
क्या संक्रमित पौधों का विनाश करने से कीड़े नहीं लगते ?,<s>क्<s>य<s>ा<s> <s>स<s>ं<s>क<s>्<s>र<s>मि<s>त<s> <s>प<s>ौ<s>ध<s>ो<s>ं<s> <s>क<s>ा<s> <s>व<s>ि<s>न<s>ा<s>श<s> <s>क<s>र<s>न<s>े<s> <s>स<s>े<s> <s>क<s>ी<s>ड़<s>े<s> न<s>ह<s>ीं<s> ल<s>ग<s>त<s>े<s> <s>,0.04765462875366211
शून्य शेष खाते की अवधि कितनी होती है ?,<s>श<s>ू<s>न<s>्<s>य<s> <s>श<s>े<s>र<s> <s>स<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ी<s> <s>अ<s>व<s>ध<s>ि<s> क<s>ि<s>त<s>न<s>ी<s> <s>ह<s>ो<s>त<s>ी<s> ह<s>ै<s> <s>,0.037301063537597656
ऋण पात्रता से एक बार में कितना ऋण मिल सकता है ?,<s>रे<s>ड<s> <s>प<s>ा<s>त<s>्<s>र<s>त<s>ा<s> <s>स<s>े<s> <s>ए<s>क<s> <s>ब<s>ा<s>र<s> <s>म<s>ें<s> <s>क<s>ि<s>त<s>न<s>ा<s> <s>ड<s>े<s>ढ़<s> <s>मि<s>ल<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.051329851150512695
क्या हम मुद्रा विनिमय या व्यापारिक उद्देश्यों के लिए ऑनलाइन वित्तीय आदान प्रदान कर सकते हैं ?,<s>ह<s>ा<s>ं<s>क<s>्<s>या<s> <s>ह<s>म<s> <s>उ<s>म<s>ु<s>द<s>्<s>र<s>ा<s> <s>ब<s>ि<s>न<s>ि<s>म<s>य<s> <s>यह<s> <s>व<s>्<s>य<s>ा<s>प<s>ा<s>र<s>ि<s>क<s> <s>उ<s>द<s>्<s>द<s>े<s>श<s>्य<s>ों<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>ऑ<s>न<s>ल<s>ा<s>इ<s>न<s> <s>व<s>ि<s>त<s>्<s>त<s>ी<s>य<s> <s>आ<s>द<s>ा<s>न<s> प<s>्<s>र<s>द<s>ा<s>न<s> <s>क<s>र<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ैं<s> <s>,0.06509137153625488
बैंकिंग जगत में प्रयुक्त के.वाई.सी का पूर्ण रूप क्या है ?,<s>ब<s>ै<s>ं<s>क<s>ि<s>ं<s>ग<s> <s>ज<s>ग<s>त<s> <s>म<s>े<s>ं<s> <s>प्<s>र<s>य<s>ु<s>क<s>्<s>त<s> <s>क<s>े<s> <s>व<s>ा<s>ई<s>स<s>ी<s> क<s>ा<s> <s>प<s>ू<s>र<s>्<s>ण<s> <s>र<s>ू<s>प<s> <s>क्<s>य<s>ा<s> ह<s>ै<s> <s>,0.05248451232910156
खाते में ऑफलाइन पैसे कैसे जमा करें ?,<s>ह<s>ां<s>ख<s>ा<s>त<s>े<s> <s>म<s>े<s>ं<s> <s>ऑ<s>फ<s>ल<s>ा<s>इ<s>न<s> <s>प<s>ै<s>स<s>े<s> <s>क<s>ै<s>स<s>े<s> ज<s>म<s>ा<s> <s>क<s>र<s>ें<s> <s>,0.04438018798828125
मैं अपने खाते की शेष राशि कैसे जान सकता हूँ ?,<s>ह<s>ां<s>म<s>ै<s>ं<s> <s>अ<s>प<s>न<s>े<s> <s>ख<s>ा<s>त<s>े<s> <s>क<s>ी<s> <s>शे<s>ष<s> <s>र<s>ा<s>श<s>ि<s> <s>क<s>ै<s>स<s>े<s> ज<s>ा<s>न<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ू<s>ं<s> <s>,0.036850690841674805
एजोस्पिरिलम का उपयोग कैसे करें ?,<s>ए<s>ज<s>ो<s> <s>इ<s>स<s> <s>त<s>्<s>र<s>ल<s>म<s> <s>क<s>ा<s> <s>उ<s>प<s>य<s>ो<s>ग<s> <s>क<s>ै<s>स<s>े<s> <s>क<s>र<s>े<s>ं<s>,0.048226356506347656
मुझे खुशी है कि भारत में अब एक महिला वित्त मंत्री है,<s>म<s>ु<s>झ<s>े<s> <s>ख<s>ु<s>श<s>ी<s> <s>ह<s>ै<s> <s>क<s>ि<s> <s>भ<s>ा<s>र<s>त<s> <s>म<s>े<s>ं<s> <s>अ<s>ब<s> <s>ए<s>क<s> <s>म<s>ह<s>ि<s>ल<s>ा<s> <s>व<s>ि<s>त<s>्त<s> म<s>ं<s>त<s>्<s>र<s>ी<s> <s>ह<s>ै<s> <s>,0.051163434982299805
क्या आधार जोखिम ही डेरिवेटिव जोखिमो को उत्तपन्न करता है ?,<s>क<s>्<s>य<s>ा<s> <s>आ<s>ध<s>ा<s>र<s> <s>ज<s>ो<s>ख<s>ि<s>म<s> <s>ह<s>ी<s> <s>ड<s>े<s>र<s>ी<s>ब<s>ी<s>ट<s>ि<s> <s>ो<s>त<s> <s> <s>,0.10736727714538574
शहर की गलियों में रास्ते यूनिवर्सल बैंक के द्वारा दिए हुए पैसों से बनी है,<s>श<s>ह<s>र<s> <s>क<s>ी<s> <s>ग<s>ल<s>ि<s>य<s>ो<s>ं<s> <s>म<s>े<s>ं<s> <s>र<s>ा<s>स<s>्<s>त<s>े<s> <s>य<s>ू<s>न<s>ि<s>व<s>र<s>्<s>स<s>ल<s> <s>ब<s>ै<s>ं<s>क<s> <s>क<s>े<s> <s>द<s>्<s>व<s>ा<s>र<s>ा<s> <s>द<s>ि<s>ए<s> <s>ह<s>ु<s>ए<s> <s>प<s>ै<s>स<s>ो<s>ं<s> <s>स<s>े<s> <s>ब<s>न<s>ी<s> <s>ह<s>ै<s> <s>,0.10683417320251465
हमारे उत्तर भारत में मानसून मध्य जून माह से अंत जून माह के बीच में आता है,<s>ह<s>म<s>ा<s>र<s>े<s> <s>उ<s>त<s>्<s>त<s>र<s> <s>भ<s>ा<s>र<s>त<s> <s>म<s>े<s>ं<s> <s>म<s>ा<s>न<s>स<s>ू<s>न<s> <s>म<s>त<s>द<s> <s>ज<s>ू<s>न<s> <s>म<s>ह<s>ा<s> <s>स<s>े<s> <s>अ<s>ं<s>त<s> <s>ज<s>ू<s>न<s> <s>म<s>ह<s>ा<s> <s>क<s>े<s> <s>ब<s>ी<s>च<s> <s>मे<s>ं<s> <s>आ<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.10457730293273926
सैलमन फार्म प्राचीन तटीय पारिस्थितिकी तंत्र में बैठे होते है जिन्हे वे प्रदूषित करते है,<s>स<s>े<s>ल<s>म<s>न<s> <s>फ<s>ा<s>र<s>्<s>म<s> <s>प<s>्<s>र<s>ा<s>च<s>ी<s>न<s> <s>प<s>र<s>ट<s>ी<s>य<s> <s>प<s>र<s>ि<s>स<s>्थ<s>ि<s>त<s>य<s> <s>क<s>ी<s> <s>त<s>ं<s>त<s>्<s>र<s> <s>म<s>े<s>ं<s> <s>ब<s>ै<s>ठ<s>े<s> <s>ह<s>ो<s>त<s>े<s> <s>ह<s>ैं<s> <s>ज<s>ि<s>न<s>्<s>ह<s>े<s>ं<s> <s>वे<s> <s>प<s>्<s>र<s>द<s>ू<s>ष<s>ि<s>त<s> <s>क<s>र<s>त<s>े<s> <s>ह<s>ै<s>ं<s> <s>,0.14359378814697266
चंपा के फूल की सुगंध के कारण ही इसका प्रयोग अगरबत्ती बनाने में भी किया जाता है,<s>च<s>ं<s>प<s>ा<s> <s>क<s>े<s> <s>फ<s>ू<s>ल<s> <s>क<s>ी<s> <s>स<s>ु<s>ग<s>ं<s>ध<s> <s>क<s>े<s> <s>क<s>ा<s>र<s>ण<s> <s>ह<s>ी<s> <s>स<s>क<s>ा<s> <s>प<s>्<s>र<s>य<s>ो<s>ग<s> <s>अ<s>ग<s>र<s>व<s>त<s>्<s>त<s>ी<s> <s>ब<s>न<s>ा<s>न<s>े<s> <s>म<s>े<s>ं<s> <s>भ<s>ी<s> <s>कि<s>य<s>ा<s> <s>ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.10461688041687012
आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,<s>आ<s>ध<s>ु<s>न<s>ी<s> <s>क<s>ी<s> <s>क<s>र<s>ण़<s> <s>की<s> <s>श<s>ु<s>र<s>ु<s>आ<s>त<s> <s>स<s>े<s> <s>व<s>ि<s>श<s>्<s>व<s>व<s>र<s> <s>म<s>े<s>ं<s> <s>क<s>प<s>ा<s>स<s> <s>स<s>े<s> <s>ज<s>ु<s>ड़<s>े<s> <s>उ<s>द<s>्<s>य<s>ो<s>ग<s> <s>क<s>ा<s> <s>प<s>्<s>र<s>स<s>ा<s>र<s> <s>ह<s>ो<s> <s>ग<s>य<s>ा<s> <s>,0.11338067054748535
"कपड़ा उत्पादों में कपास का उपयोग फिशनेट , कॉफी फिल्टर , कागज में भी किया जाता है",<s>क<s>प<s>ड़<s>ा<s> <s>उ<s>त<s>्<s>प<s>ा<s>द<s>ो<s>ं<s> <s>म<s>े<s>ं<s> <s>क<s>प<s>ा<s>स<s> <s>क<s>ा<s> <s>उ<s>प<s>य<s>ो<s>ग<s> <s>फ<s>ी<s>स<s>न<s>े<s>ट<s> <s>क<s>ो<s>फ<s>ी<s> <s>फ<s>ि<s>ल<s>्<s>ट<s>र<s> <s>क<s>ा<s>ग<s>ज<s> <s>म<s>े<s>ं<s> <s>भ<s>ी<s> <s>क<s>ि<s>य<s>ा<s> ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.12504243850708008
बायोगैस पावरप्वाइंट सौर ऊर्जा और पवन ऊर्जा की तरह ही नवीकरणीय ऊर्जा स्रोत है,<s>ब<s>ा<s>य<s>ु<s>ए<s>स<s> <s>प<s>ा<s>व<s>र<s> <s>प<s>्<s>ल<s>ा<s>ं<s>ट<s> <s>स<s>ॉ<s>र<s>ी<s> <s>ऊ<s>र<s>्<s>ज<s>ा<s> <s>औ<s>र<s> <s>प<s>व<s>न<s> <s>ऊ<s>्<s>ज<s>ा<s> <s>क<s>ी<s> <s>त<s>र<s>ह<s> <s>ह<s>ी<s> <s>न<s>व<s>ी<s> <s>क<s>र<s>ो<s>ड<s>य<s>ा<s> <s>ऊ<s>्<s>ज<s>ा<s> <s>स<s>र<s>ो<s>त<s> <s>ह<s>ै<s> <s>,0.1108090877532959
अपने नए व्यापार के लिए तुम किसी निवेशक से फन्डिंग के बारे में पता कर सकते हो,<s>अ<s>प<s>न<s>े<s> <s>न<s>ए<s> <s>व<s>्<s>य<s>ा<s>प<s>ा<s>र<s> <s>क<s>े<s> <s>ल<s>ि<s>ए<s> <s>त<s>ु<s>म<s> <s>क<s>ि<s>स<s>ी<s> <s>न<s>ि<s>व<s>े<s>श<s>क<s> <s>स<s>े<s> <s>फ<s>ं<s>ड<s>ि<s>ं<s>ग<s> <s>क<s>े<s> <s>ब<s>ा<s>र<s>े<s> <s>म<s>े<s>ं<s> <s>प<s>त<s>ा<s> <s>क<s>र<s> <s>स<s>क<s>त<s>े<s> <s>ह<s>ो<s> <s>,0.11389493942260742
"गठरी लिफ्टर का उपयोग घास , पुआल की गांठों के परिवहन के लिए किया जाता है",<s>घ<s>ठ<s>र<s>ी<s> <s>ल<s>ि<s>फ<s>्<s>ट<s>र<s> <s>क<s>ा<s> <s>उ<s>प<s>य<s>ो<s>ग<s> <s>घ<s>ा<s>स<s> <s>प<s>ु<s>आ<s>ल<s> <s>क<s>ी<s> <s>ग<s>ा<s>न<s>ठ<s>ो<s>ं<s> <s>क<s>े<s> <s>प<s>र<s>े<s>व<s>ह<s>न<s> <s>के<s> <s>ल<s>ि<s>ए<s> <s>क<s>ि<s>य<s>ा<s> <s>ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.13139891624450684
जिओडक का अधिकांश निर्यात चीन हांगकांग और जापान को भेजा जाता है,<s>ज<s>ू<s>ड<s>क<s> <s>क<s>ा<s> <s>अ<s>ध<s>ि<s>क<s>ा<s>ं<s>श<s> <s>नि<s>र<s>्<s>य<s>ा<s>त<s> <s>च<s>ी<s>न<s> <s>ह<s>ं<s>क<s>ा<s>ं<s>ग<s> <s>औ<s>र<s> <s>ज<s>ा<s>प<s>ा<s>न<s> <s>क<s>ो<s> <s>भ<s>े<s>ज<s>ा<s> ज<s>ा<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.10024905204772949
खाते में ऑफलाइन पैसे कैसे जमा करें ?,<s>ख<s>ा<s>त<s>े<s> <s>म<s>े<s>ं<s> <s>ऑ<s>फ<s>ल<s>ा<s>इ<s>न<s> <s>प<s>ै<s>स<s>े<s> <s>क<s>ै<s>स<s>े<s> <s>ज<s>म<s>ा<s> <s>क<s>र<s>े<s>ं<s> <s>,0.04549241065979004
डेबिट कार्ड की लेनदेन की सीमा कितनी होती है ?,<s>ड<s>े<s>ब<s>ि<s>ड<s> <s>क<s>ा<s>र<s>्<s>ड<s> <s>क<s>ी<s> <s>ल<s>े<s>ं<s>द<s>े<s>न<s> <s>क<s>ी<s> <s>स<s>ी<s>म<s>ा<s> <s>क<s>ि<s>त<s>न<s>ी<s> <s>ह<s>ो<s>त<s>ी<s> <s>ह<s>ै<s> <s>,0.049807071685791016
सभी तरह के सीफ़ूड से फिशमाल तैयार किया जा सकता है,<s>स<s>भ<s>ी<s> <s>त<s>र<s>ह<s> <s>क<s>े<s> <s>स<s>ी<s> <s>फ<s>ू<s>ड<s> <s>स<s>े<s> <s>फ<s>ि<s>स<s>्<s>म<s>ा<s>ल<s> <s>त<s>ै<s>य<s>ा<s>र<s> <s>क<s>ि<s>य<s>ा<s> <s>ज<s>ा<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.062451839447021484
भारत में अनेक एप्स का विकास हुआ है जो कृषि विपणन को प्रोत्साहित करती है,<s>भ<s>ा<s>र<s>त<s> <s>मे<s>ं<s> <s>अ<s>न<s>े<s>क<s> <s>ए<s>प<s>्<s>स<s> <s>क<s>ा<s> <s>वि<s>क<s>ा<s>स<s> <s>हु<s>आ<s> <s>ह<s>ै<s> <s>ज<s>ो<s> <s>क<s>ृ<s>ष<s>ि<s> <s>व<s>ि<s>प<s>ड<s>न<s> <s>क<s>ो<s> <s>प<s>्<s>र<s>ो<s>त<s>्<s>स<s>ा<s>ह<s>ि<s>त<s> <s>क<s>र<s>त<s>ी<s> <s>ह<s>ै<s> <s>,0.1028439998626709
सामुदायिक बैंक के कर्मचारी अक्सर उन समुदायों में रहते हैं जिनकी वे सेवा करते हैं,<s>स<s>म<s>ु<s>द<s>ा<s>यि<s>क<s> <s>ब<s>ै<s>ं<s>क<s> <s>के<s> <s>क<s>र<s>्<s>म<s>च<s>ा<s>र<s>ी<s> <s>अ<s>क<s>्<s>स<s>र<s> <s>उ<s>न<s> <s>स<s>म<s>ु<s>द<s>ा<s>य<s>ों<s> <s>म<s>े<s>ं<s> <s>र<s>ह<s>त<s>े<s> <s>ह<s>ैं<s> <s>ज<s>ि<s>न<s>क<s>ी<s> <s>व<s>े<s> <s>स<s>े<s>व<s>ा<s> <s>क<s>र<s>त<s>े<s> <s>ह<s>ैं<s> <s>,0.08323884010314941
मेरे दोस्त ने मुझे बताया की शलोट्स प्याज की ही उन्नत किस्म है,<s>म<s>े<s>र<s>े<s> <s>द<s>ो<s>स<s>्त<s> <s>न<s>े<s> <s>म<s>ु<s>झ<s>े<s> <s>ब<s>त<s>ा<s>य<s>ा<s> <s>क<s>ि<s> <s>स<s>र<s>ल<s>ो<s>ट<s> <s>ब<s>्<s>य<s>ा<s>ज<s> <s>क<s>ी<s> <s>ह<s>ी<s> <s>उ<s>न<s>्<s>न<s>त<s> <s>क<s>ि<s>स<s>्<s>म<s> <s>ह<s>ै<s> <s>,0.09747743606567383
वैज्ञानिक समुदाय बॉटम ट्रॉलिंग को बेंटिक ट्रॉलिंग और डेमर्सल ट्रॉलिंग में विभाजित करता है,<s>व<s>ै<s>ज<s>्ञ<s>ा<s>न<s>ि<s>क<s> स<s>म<s>ु<s>द<s>ा<s>य<s> <s>ब<s>ॉ<s>ट<s>म<s> <s>ट्<s>ल<s>ि<s>ं<s>ग<s> <s>क<s>ो<s> <s>ब<s>ै<s>ट<s>ि<s>ं<s>ग<s> <s>ट्<s>ा<s>ल<s>ि<s>ं<s>ग<s> <s>औ<s>र<s> <s>र<s>स<s>ट्<s>र<s>ा<s>ल<s>ि<s>ं<s> <s>म<s>े<s>ं<s> <s>व<s>ि<s>भ<s>ा<s>ज<s>ि<s>त<s> <s>क<s>र<s>त<s>ा<s> <s>ह<s>ै<s> <s>,0.10201287269592285
अधिंकाश खेतिहर मजदूरों के टास अपनी जमीन नहीं होती,<s>अ<s>ध<s>ि<s>क<s>ा<s>ं<s>श<s> <s>ख<s>े<s>त<s>ी<s> <s>ह<s>र<s> <s>म<s>ज<s>द<s>ू<s>र<s>ों<s> <s>क<s>े<s> <s>ट<s>ा<s>स<s> <s>अ<s>प<s>न<s>ी<s> <s>ज<s>म<s>ी<s>न<s> <s>न<s>ह<s>ी<s>ं<s> <s>ह<s>ो<s>त<s>ी<s> <s>,0.05801701545715332
यदि तुम्हारे पास माल आयात करने का लाइसेंस नहीं है तो तुमको दिक्कत आ सकती है,<s>य<s>द<s>ि<s> <s>त<s>ु<s>म<s>्ह<s>ा<s>र<s>े<s> <s>प<s>ा<s>स<s> <s>म<s>ा<s>ल<s> <s>आ<s>य<s>त<s> <s>क<s>र<s>न<s>े<s> <s>क<s>ा<s> <s>ल<s>ा<s>इ<s>स<s>े<s>ं<s>स<s> <s>न<s>ह<s>ी<s>ं<s> <s>ह<s>ै<s> <s>त<s>ो<s> <s>त<s>ु<s>म<s>क<s>ो<s> <s>दि<s>क<s>्<s>क<s>त<s> <s>आ<s> <s>स<s>क<s>त<s>ी<s> <s>ह<s>ै<s> <s>,0.12148833274841309
मैं अपने क्रेडिट कार्ड का ऋण कैसे चुका सकता हूँ ?,<s>मै<s>ं<s> <s>अ<s>प<s>न<s>े<s> <s>क<s>्<s>र<s>े<s>ड<s>ि<s>ट<s> <s>क<s>ा<s>र<s>्ड<s> <s>क<s>ार<s> <s>र<s>े<s>ड<s> <s>क<s>ै<s>स<s>े<s> <s>च<s>ि<s>क<s>ा<s> <s>स<s>क<s>त<s>ा<s> <s>ह<s>ूं<s> <s>,0.03801774978637695
बीमा पॉलिसी का लाभ कैसे उठाएँ ?,<s>क<s>ी<s>म<s>ा<s> <s>प<s>ॉ<s>ल<s>ि<s>स<s>ी<s> <s>क<s>ा<s> <s>ल<s>ा<s>भ<s> <s>क<s>ै<s>स<s>े<s> <s>उ<s>ठ<s>ा<s>एं<s> <s>,0.038283348083496094
एजोस्पिरिलम का उपयोग कैसे करें ?,<s>ए<s>ज<s>ो<s> <s>स<s>्<s>प<s>ी<s> <s>र<s>ि<s>ल<s>म<s> <s>क<s>ा<s> <s>उ<s>प<s>य<s>ो<s>ग<s> क<s>ै<s>स<s>े<s> <s>क<s>र<s>ें<s> <s>,0.04376816749572754
मैं बैंक में अपना शून्य खाता कैसे खोल सकता हूँ ?,<s>म<s>ै<s>ं<s> <s>ब<s>ै<s>ं<s>क<s> <s>म<s>ें<s> <s>अ<s>प<s>न<s>ा<s> <s>श<s>ू<s>न<s>्य<s> <s>ख<s>ा<s>त<s>ा<s> <s>क<s>ै<s>स<s>े<s> ख<s>ो<s>ल<s> स<s>क<s>त<s>ा<s> ह<s>ूँ<s> <s>,0.03696107864379883
